name,amenity,shop,leisure,lon,lat,walking_time_min,distance_m,yandex_url,url_status,jsonfile
,,,,37.7148676,55.795254,13.6,1131.8,,skipped_unnamed,
,,,pitch,37.7290624,55.8036795,13.6,1133.6,,skipped_unnamed,
,,,pitch,37.72758192237662,55.80413638047352,13.6,1136.5,,skipped_unnamed,
Идиллия,cafe,,,37.7182721,55.8117232,13.7,1138.6,https://yandex.com/maps/org/idillia/109970798857/,found,Идиллия_20260311_093937.json
,atm,,,37.7129792,55.7949598,13.7,1140.3,https://yandex.com/maps/org/t_bank/217711506257/,found,Т-Банк_20260311_093954.json
True cost,restaurant,,,37.7129988,55.7948099,13.7,1140.3,https://yandex.com/maps/org/true_cost/107315972970/,found,True_Cost_20260311_094237.json
,school,,,37.7211132998582,55.80972473188605,13.7,1140.4,https://yandex.com/maps/org/shkola_1080_shkolnoye_otdeleniye_5/1039635310/,found,Школа___1080__школьное_отделение___5_20260305_162013.json
Mango,cafe,,,37.7094716,55.795606,13.7,1141.2,https://yandex.com/maps/org/mango/1632632102/,found,Mango_20260311_094306.json
"Бойцовая улица, 17",,,,37.7186899,55.8117454,13.8,1147.6,,skipped_street,
JustFit Exclusive Club,,,fitness_centre,37.7133662,55.7949455,13.8,1148.2,https://yandex.com/maps/org/justfit_exclusive_club/182182417931/,found,JustFit_Exclusive_Club_20260311_094344.json
,,,playground,37.72855101791419,55.802457542766064,13.8,1148.8,,skipped_unnamed,
,,,,37.714470690466506,55.79479614909733,13.8,1149.1,,skipped_unnamed,
,,,playground,37.70699619898075,55.79676395583893,13.8,1149.1,,skipped_unnamed,
,,,,37.7146041,55.7948,13.8,1149.2,,skipped_unnamed,
Кот+Бегемот,veterinary,,,37.704461,55.8093398,13.8,1149.9,https://yandex.com/maps/org/kot_begemot/233427903676/,found,Кот_Бегемот_20260311_094456.json
,,,park,37.72876010038327,55.801945206101664,13.8,1153.1,,skipped_unnamed,
Врачебно-физкультурный диспансер №4,clinic,,,37.70585641580277,55.79715652336135,13.9,1154.8,https://yandex.com/maps/org/meditsinsky_nauchno_praktichesky_tsentr_meditsinskoy_reabilitatsii_vosstanovitelnoy_i_sportivnoy_meditsiny_gosudarstvennoye_byudzhetnoye_uchrezhdeniye_zdravookhraneniya_goroda_moskvy_filial_7/1314298260/,found,Медицинский_научно-практический_центр_Медицинской__20260305_165329.json
Боевые перчатки,,,sports_centre,37.7060652,55.7971802,13.9,1154.8,,not_found,
Джин про мясо,restaurant,,,37.7090518,55.7957689,13.9,1154.9,https://yandex.com/maps/org/gin_pro_meat/238436952974/,found,Джин_про_Мясо_20260311_094928.json
Prime,cafe,,,37.7130071,55.7950099,13.9,1155.1,https://yandex.com/maps/org/prime/1089952080/,found,Prime_20260311_094957.json
"Бойцовая улица, 17",,,,37.7185777,55.8117896,13.9,1155.7,,skipped_street,
Управа района Богородское,,,,37.7055768,55.8103242,13.9,1156.1,https://yandex.com/maps/org/uprava_rayona_bogorodskoye_goroda_moskvy/1394119746/,found,Управа_района_Богородское_20260305_164538.json
Зельев переулок,,,,37.72443470000001,55.7976613,13.9,1157.7,,skipped_street,
Зельев переулок,,,,37.7244508,55.7976369,13.9,1157.8,,skipped_street,
,,,fitness_centre,37.7269718,55.8004144,13.9,1158.2,https://yandex.com/maps/org/selform/192396094691/,found,Selform_20260311_095452.json
Coffeeport,cafe,,,37.7129171,55.7950874,13.9,1158.8,https://yandex.com/maps/org/coffeeport/87277514852/,found,Кофепорт_20260311_095520.json
Инвитро,doctors,,,37.7197335,55.7963408,13.9,1159.1,https://yandex.com/maps/org/invitro/1007523364/,found,Invitro_20260311_095549.json
"ГБОУ Школа №1797 ""Богородская""",school,,,37.7151787384689,55.81190827773833,13.9,1159.6,https://yandex.com/maps/org/gbou_school_1797_building_2/1127920038/,found,Школа___1797_Богородская__корпус___2_20260305_162801.json
Управа района Богородское,,,,37.7061877,55.8105953,14.0,1163.0,https://yandex.com/maps/org/uprava_rayona_bogorodskoye_goroda_moskvy/1394119746/,found,Управа_района_Богородское_20260311_095635.json
,,,playground,37.728889629551,55.80636155608305,14.0,1163.5,,skipped_unnamed,
Зельев переулок,,,,37.724479900000006,55.797573400000005,14.0,1167.6,,skipped_street,
Зельев переулок,,,,37.7244614,55.7976086,14.0,1167.6,,skipped_street,
Управа района Богородское,,,,37.7061253,55.8106312,14.0,1167.7,https://yandex.com/maps/org/uprava_rayona_bogorodskoye_goroda_moskvy/1394119746/,found,Управа_района_Богородское_20260305_164611.json
,,,pitch,37.729011910225935,55.801776285375,14.1,1172.7,,skipped_unnamed,
Сбер Еаптека,pharmacy,,,37.7093428,55.7954326,14.1,1175.8,https://yandex.com/maps/org/eapteka/21670607310/,found,ЕАПТЕКА_20260311_095656.json
Свой,,supermarket,,37.719213,55.8118533,14.2,1178.0,https://yandex.com/maps/org/svoy/7186846545/,found,Свой_20260305_163328.json
,cafe,,,37.7292287,55.8061991,14.2,1181.5,https://yandex.com/maps/org/dejure/119142470204/,found,DeJure_20260311_095746.json
Храм Преображения Господня в Преображенском,place_of_worship,,,37.7110324372699,55.795561413584124,14.2,1183.0,https://yandex.com/maps/org/church_of_the_transfiguration_of_the_lord/1375579655/,found,Храм_Преображения_Господня_на_Преображенской_площа_20260311_095844.json
Зельев переулок,,,,37.7231052,55.7972701,14.2,1184.6,,skipped_street,
Зельев переулок,,,,37.7231667,55.7971523,14.2,1184.9,,skipped_street,
Сбербанк,bank,,,37.7091937,55.79544,14.2,1185.2,https://yandex.com/maps/org/sberbank/1016535390/,found,СберБанк_20260311_095950.json
,,,playground,37.7207937,55.79654,14.2,1186.0,,skipped_unnamed,
Stars Coffee,cafe,,,37.7125119,55.7949773,14.3,1186.1,https://yandex.com/maps/org/stars_coffee/159246427962/,found,Stars_Coffee_20260311_100241.json
,,,playground,37.71780764436546,55.79533685624696,14.2,1187.0,,skipped_unnamed,
Преображенская площадь,,,,37.7091457,55.795372,14.3,1188.1,,skipped_street,
,,clothes,,37.704471,55.8100899,14.3,1189.0,https://yandex.com/maps/org/thetsekh/194261325350/,found,TheЦех_20260311_100308.json
Поликлиника №186,clinic,,,37.70665135557005,55.81071533964663,14.3,1193.2,https://yandex.com/maps/org/children_city_polyclinic_28/167853126285/,found,Детская_городская_поликлиника___28__филиал___1_20260305_164635.json
,,,pitch,37.7178682,55.7953934,14.3,1193.9,,skipped_unnamed,
ВкусВилл,,convenience,,37.7043737,55.8101352,14.4,1196.9,https://yandex.com/maps/org/vkusvill/170868174652/,found,ВкусВилл_20260305_165059.json
,,,playground,37.72790880082926,55.80803265065136,14.4,1198.0,,skipped_unnamed,
Басни,,,playground,37.72890265827716,55.80769132910857,14.4,1199.8,https://yandex.com/maps/org/krylov_fables/2607650788/,found,Иллюстрации_к_басням_Крылова_20260305_164506.json
,,,pitch,37.721971550000006,55.80976505,14.4,1200.5,,skipped_unnamed,
,,,track,37.72196764674244,55.80976253755678,14.4,1202.1,,skipped_unnamed,
Управа района Богородское,,,,37.7054969,55.8103685,14.4,1203.2,https://yandex.com/maps/org/uprava_rayona_bogorodskoye_goroda_moskvy/1394119746/,found,Управа_района_Богородское_20260311_100401.json
1-я Прогонная улица,,,,37.7040763,55.8099681,14.5,1205.4,,skipped_street,
Детская поликлиника №28,clinic,,,37.72750459420098,55.79998325746784,14.5,1206.4,https://yandex.com/maps/org/children_city_polyclinic_28_branch_2/1034105200/,found,Детская_городская_поликлиника___28__филиал___2_20260305_164852.json
Пятёрочка,,supermarket,,37.7262648,55.7983608,14.5,1210.0,https://yandex.com/maps/org/pyatyorochka/53785490483/,found,Пятёрочка_20260305_164800.json
"Арт-кластер ""Восток""",community_centre,,,37.7257544,55.8090465,14.5,1211.7,https://yandex.com/maps/org/art_klaster_vostok/1012220073/,found,Арт-кластер_Восток_20260311_100429.json
1-я Прогонная улица,,,,37.7039343,55.8099066,14.6,1216.1,,skipped_street,
1-я Прогонная улица,,,,37.7039157,55.8098968,14.6,1216.1,,skipped_street,
Моссовет,restaurant,,,37.7137041,55.7943274,14.7,1219.3,https://yandex.com/maps/org/mossovet_district_community_center/221117084105/,found,ОКЦ_ВАО__Территориальное_управление_Моссовет_20260311_101026.json
ВТБ,bank,,,37.712285,55.7948966,14.7,1221.6,https://yandex.com/maps/org/vtb_bank/182087867815/,found,Банк_ВТБ_20260311_101044.json
Дантист & Док,dentist,,,37.7072065,55.7960654,14.7,1222.0,https://yandex.com/maps/org/dentist_doc/183924827220/,found,Дантист___Док_20260311_101127.json
ДНКом,doctors,,,37.7078698,55.7955607,14.7,1227.3,https://yandex.com/maps/org/dnkom/65842646440/,found,ДНКОМ_20260311_101206.json
,,,pitch,37.7300777,55.8020476,14.8,1229.6,,skipped_unnamed,
,,,pitch,37.72919060000001,55.807138900000005,14.8,1230.3,,skipped_unnamed,
Преображенская площадь,,,,37.7080672,55.7954058,14.8,1230.7,,skipped_street,
Преображенская площадь,,,,37.7080632,55.7952837,14.8,1231.0,,skipped_street,
CrossFit Bayard,,,sports_centre,37.7130772,55.7942754,14.8,1232.4,https://yandex.com/maps/org/bayard_athletic/211928264655/,found,Баярд_20260311_101236.json
,,,pitch,37.7300911,55.8020234,14.8,1232.4,,skipped_unnamed,
Артемида,clinic,,,37.707352,55.7959044,14.8,1234.5,https://yandex.com/maps/org/artemida_med_/1092796240/,found,Артемида_Мед__20260305_170926.json
Аленький цветочек,,convenience,,37.7043441,55.8102235,14.8,1237.0,https://yandex.com/maps/org/alenkiy_tsvetochek/72474040282/,found,Аленький_цветочек_20260305_165409.json
Преображенская площадь,,,,37.7091523,55.7952214,14.8,1237.6,,skipped_street,
,,,playground,37.72033315,55.79543545,14.9,1238.2,,skipped_unnamed,
,,,playground,37.7289706,55.80040814999999,14.9,1241.2,,skipped_unnamed,
,,,playground,37.72321590414722,55.79696501841914,14.9,1241.7,,skipped_unnamed,
Smart Food,cafe,,,37.7122263,55.7947048,14.9,1243.2,https://yandex.com/maps/org/smart_food/1158227976/,found,Smart_Food_20260311_101303.json
Детский сад № 24,kindergarten,,,37.72427548957879,55.80875508967812,14.9,1244.1,https://yandex.com/maps/org/detskiy_sad_pri_shkole_internate/1069529960/,found,Детский_сад_при_школе-интернате_20260305_164437.json
Чижик,,supermarket,,37.7037899,55.8104504,15.0,1247.4,https://yandex.com/maps/org/chizhik/222306075518/,found,Чижик_20260305_165445.json
Хэппи Нэппи,kindergarten,,,37.7070808,55.795978,15.0,1251.5,https://yandex.com/maps/org/happy_nappy/1733796090/,found,Happy_Nappy_20260305_174147.json
Superapteka.ru,pharmacy,,,37.7142339,55.7937995,15.1,1252.7,https://yandex.com/maps/org/superapteka/112841893796/,found,Супераптека_20260311_101335.json
Аптеки Столицы,pharmacy,,,37.7219583,55.7968059,15.0,1253.2,https://yandex.com/maps/org/apteki_stolitsy/1138082033/,found,Аптеки_столицы_20260311_101620.json
Бургер Кинг,fast_food,,,37.7114302,55.7948992,15.1,1253.5,https://yandex.com/maps/org/burger_king/39403452123/,found,Бургер_Кинг_20260311_102150.json
Здравсити,pharmacy,,,37.7036851,55.8104917,15.1,1255.4,https://yandex.com/maps/org/zdravcity/124055735954/,found,Здравсити_20260311_102247.json
МЗ Эконом,pharmacy,,,37.7143124,55.7937253,15.1,1257.1,https://yandex.com/maps/org/apteka_ekonom/156015875559/,found,Эконом_20260311_102343.json
1-я Прогонная улица,,,,37.7034712,55.8101741,15.1,1257.6,,skipped_street,
1-я Прогонная улица,,,,37.7034529,55.8101641,15.1,1257.6,,skipped_street,
,,,park,37.715483674270814,55.794202169714616,15.1,1258.1,,skipped_unnamed,
1-я Прогонная улица,,,,37.703391,55.8101392,15.1,1258.2,,skipped_street,
Магнит,,supermarket,,37.7251893,55.809302,15.1,1258.7,https://yandex.com/maps/org/magnit/1590548734/,found,Магнит_20260305_164717.json
,,,pitch,37.702435251392814,55.80956414906147,15.1,1258.9,,skipped_unnamed,
1-я Прогонная улица,,,,37.7086933,55.812016,15.1,1259.8,,skipped_street,
Самарканд,cafe,,,37.7036231,55.8105161,15.1,1260.0,https://yandex.com/maps/org/ulugh_beg_observatory/158428626285/,found,Обсерватория_Улугбека_20260311_102839.json
Парус,restaurant,,,37.7117558,55.7946865,15.2,1260.7,https://yandex.com/maps/org/parus/1258507688/,found,Парус_20260311_103119.json
Халтуринская улица,,,,37.7284768,55.7993565,15.2,1262.3,,skipped_street,
,,,playground,37.71994556468244,55.81164399713949,15.2,1262.7,,skipped_unnamed,
,,,playground,37.72719280523141,55.80956839290885,15.2,1263.0,,skipped_unnamed,
,,,playground,37.70688845,55.7958776,15.2,1263.5,,skipped_unnamed,
,,,pitch,37.71318405,55.80957849999999,15.2,1264.4,,skipped_unnamed,
,,,pitch,37.7238536,55.7970369,15.2,1264.8,,skipped_unnamed,
Вертел,fast_food,,,37.7143205,55.7936562,15.2,1264.8,https://yandex.com/maps/org/sochny_vertel/34895157767/,found,Сочный_Вертел_20260311_103419.json
Subway,fast_food,,,37.7117506,55.7946312,15.2,1266.9,https://yandex.com/maps/org/subjoy/1067441617/,found,Subjoy_20260311_103508.json
,,,playground,37.72381460077085,55.797019513295126,15.2,1267.7,,skipped_unnamed,
Профи Дент,dentist,,,37.7166576,55.8125186,15.3,1269.7,https://yandex.com/maps/org/profi_dent/80223587842/,found,Профидент_20260311_103553.json
Преображенская площадь,,,,37.7095571,55.7951353,15.3,1271.2,,skipped_street,
,,,playground,37.72919255006149,55.80094402591032,15.3,1273.0,,skipped_unnamed,
,kindergarten,,,37.7034738230006,55.80868691766138,15.3,1278.1,https://yandex.com/maps/org/heritage_international_school/238185762316/,found,Heritage_International_School_20260305_170539.json
Халтуринская улица,,,,37.7272621,55.7981841,15.3,1278.6,,skipped_street,
1-я Прогонная улица,,,,37.708612,55.8120687,15.4,1279.2,,skipped_street,
Халтуринская улица,,,,37.7272033,55.7983005,15.4,1279.8,,skipped_street,
Манави,cafe,,,37.7094187,55.7949414,15.4,1280.8,https://yandex.com/maps/org/manavi/210984461886/,found,Манави_20260311_104354.json
Халтуринская улица,,,,37.7286106,55.7993531,15.4,1281.9,,skipped_street,
ВТБ,bank,,,37.7251893,55.7973056,15.4,1282.8,https://yandex.com/maps/org/vtb_bank/1058116075/,found,Банк_ВТБ_20260311_104650.json
Преображенский рынок,,,,37.7146649,55.793725,15.4,1283.6,https://yandex.com/maps/org/preobrazhensky_market/1069981165/,found,Преображенский_рынок_20260305_170439.json
,,,pitch,37.71567018684435,55.81220388566759,15.5,1285.5,,skipped_unnamed,
Преображенский рынок,,,,37.7148433,55.7937463,15.5,1285.9,https://yandex.com/maps/org/preobrazhensky_market/1069981165/,found,Преображенский_рынок_20260311_105206.json
Народный парк Янтарная горка,,,park,37.7266062525963,55.80957187756294,15.5,1288.2,https://yandex.com/maps/org/gorka_park/124923426979/,found,Парк_Горка_20260305_165218.json
ВкусВилл,,convenience,,37.7108738,55.7949306,15.5,1288.2,https://yandex.com/maps/org/vkusvill/204802585449/,found,ВкусВилл_20260305_170742.json
,,,playground,37.7073446,55.8117165,15.5,1288.9,,skipped_unnamed,
,,convenience,,37.7137012,55.7938396,15.5,1289.0,https://yandex.com/maps/org/convenience_food_technology/1126923865/,found,Convenience_food_technology_20260305_170702.json
Преображенская площадь,,,,37.709553,55.7950333,15.5,1289.8,,skipped_street,
Пятёрочка,,supermarket,,37.7163311,55.7942588,15.5,1291.4,https://yandex.com/maps/org/pyatyorochka/86192405278/,found,Пятёрочка_20260305_170248.json
,,,playground,37.73021361781127,55.80124688381176,15.5,1293.2,,skipped_unnamed,
1-я Прогонная улица,,,,37.709495,55.812353,15.6,1295.5,,skipped_street,
Продукты,,convenience,,37.7248516,55.809596,15.6,1296.6,https://yandex.com/maps/org/vkusvill/25224777832/,found,ВкусВилл_20260305_165258.json
1-я Прогонная улица,,,,37.7094343,55.8123922,15.7,1303.5,,skipped_street,
,,,playground,37.72379331577408,55.81062403718423,15.7,1304.6,,skipped_unnamed,
,,,playground,37.7266282,55.8098228,15.7,1307.9,,skipped_unnamed,
,,,pitch,37.729497,55.8087624,15.8,1308.2,,skipped_unnamed,
Москва 107370,post_office,,,37.7247414,55.8096384,15.7,1308.9,,not_found,
,,,playground,37.72220987799145,55.795762228548405,15.7,1310.2,,skipped_unnamed,
"Бульвар Маршала Рокоссовского, 22",,,,37.7201863,55.8129504,15.8,1311.0,,skipped_street,
Пятёрочка,,supermarket,,37.7204559,55.8128309,15.8,1311.8,https://yandex.com/maps/org/pyatyorochka/34738704321/,found,Пятёрочка_20260305_164939.json
"Гимназия №1799, дошкольное отделение 2",kindergarten,,,37.72919900928924,55.80033647471737,15.7,1312.0,https://yandex.com/maps/org/shkola_1080_doshkolnoye_otdeleniye_2/10300912342/,found,Школа___1080__дошкольное_отделение___2_20260305_170806.json
"Бульвар Маршала Рокоссовского, 22",,,,37.7203116,55.8128954,15.8,1312.5,,skipped_street,
Преображенская площадь,,,,37.7085013,55.7945369,15.8,1313.1,,skipped_street,
Тхань,fast_food,,,37.7120309,55.7940722,15.8,1314.0,https://yandex.com/maps/org/thanh/23674292652/,found,Тхань_20260311_105232.json
Преображенская площадь,,,,37.7099613,55.7951809,15.8,1314.8,,skipped_street,
,,,playground,37.7043338,55.810675,15.8,1315.6,,skipped_unnamed,
Дикси,,supermarket,,37.7167729,55.812789,15.8,1317.7,https://yandex.com/maps/org/dixy/1036338459/,found,Дикси_20260305_165019.json
Преображенская площадь,,,,37.7083768,55.7945468,15.8,1317.9,,skipped_street,
,,,playground,37.71869111536397,55.812717795354345,15.9,1319.4,,skipped_unnamed,
,cafe,,,37.718174,55.7945204,15.9,1321.2,https://yandex.com/maps/org/vey_vo/65922762640/,found,Вей_ВО_20260311_105259.json
,,,playground,37.70639343988928,55.795951054619984,15.9,1321.8,,skipped_unnamed,
Базис-Мед,dentist,,,37.7131596,55.7937876,15.9,1323.2,https://yandex.com/maps/org/basis_med/158969244494/,found,Базис-Мед_20260311_105408.json
,,,playground,37.70796180000001,55.79471765000002,15.9,1324.4,,skipped_unnamed,
Eazzy Pizza & Gelato,fast_food,,,37.7295909,55.8090774,16.0,1326.3,https://yandex.com/maps/org/eazzy_pizza_gelato/63532941051/,found,Eazzy_Pizza___Gelato_20260311_105435.json
,,,pitch,37.72620103483595,55.81000830341715,15.9,1327.1,,skipped_unnamed,
,,,pitch,37.7058412,55.7962167,15.9,1327.6,,skipped_unnamed,
,,,pitch,37.7058546,55.7961933,16.0,1330.3,,skipped_unnamed,
,cafe,,,37.719377,55.7944315,16.0,1330.8,https://yandex.com/maps/org/vey_vo/65922762640/,found,Вей_ВО_20260311_105501.json
,,,playground,37.72270482340051,55.81052990372548,16.0,1331.3,,skipped_unnamed,
Халтуринская улица,,,,37.7288431,55.7990247,16.0,1331.6,,skipped_street,
,,,pitch,37.7057849,55.8117899,16.0,1331.7,,skipped_unnamed,
"36,6",pharmacy,,,37.7130092,55.79382,16.0,1332.4,https://yandex.com/maps/org/apteka_36_6/41034495530/,found,Аптека_36_6_20260311_105525.json
,,,playground,37.72584571865868,55.79729391112075,16.0,1332.6,,skipped_unnamed,
,cafe,,,37.7184784,55.794289,16.0,1333.6,https://yandex.com/maps/org/vey_vo/65922762640/,found,Вей_ВО_20260311_105557.json
Крошка Картошка,fast_food,,,37.7296874,55.8090352,16.1,1333.9,https://yandex.com/maps/org/kroshka_kartoshka/211602462827/,found,Крошка_Картошка_20260311_105630.json
Cooltime.life,cafe,,,37.7115923,55.7940279,16.0,1334.7,https://yandex.com/maps/org/anticafe_cooltime_life/132055152850/,found,Cooltime__life_20260311_105815.json
Столовая,cafe,,,37.695897,55.801124,16.1,1335.4,https://yandex.com/maps/org/eda_veka/6800720613/,found,Еда_Века_20260311_105914.json
Халтуринская улица,,,,37.7289665,55.7990489,16.0,1335.6,,skipped_street,
,,,playground,37.71590073017104,55.81283173235726,16.1,1336.6,,skipped_unnamed,
,atm,,,37.7026536,55.8109945,16.1,1340.3,https://yandex.com/maps/org/t_bank/158186844853/,found,Т-Банк_20260311_105942.json
,,,playground,37.71376798826288,55.793399859343054,16.1,1341.6,,skipped_unnamed,
Нефтьмагистраль,,convenience,,37.7022878,55.7971129,16.1,1342.6,https://yandex.com/maps/org/neftmagistral/1019455122/,found,Нефтьмагистраль_20260305_173238.json
Братья Караваевы,,bakery,,37.702217,55.7971167,16.1,1342.6,https://yandex.com/maps/org/culinary_shop_of_the_karavaev_brothers/174683922550/,found,Кулинарная_лавка_братьев_Караваевых_20260311_110806.json
,,,pitch,37.7058868,55.79597245,16.1,1344.6,,skipped_unnamed,
,,,playground,37.71213681486715,55.812707082700456,16.2,1345.2,,skipped_unnamed,
,,,playground,37.7199027,55.81336799999999,16.2,1345.6,,skipped_unnamed,
Gloria Jeans,,clothes,,37.7298403,55.8089673,16.2,1346.0,https://yandex.com/maps/org/gloria_jeans/159941276267/,found,Gloria_Jeans_20260311_110837.json
,cafe,,,37.7195352,55.7942686,16.2,1350.5,https://yandex.com/maps/org/vey_vo/65922762640/,found,Вей_ВО_20260311_110919.json
Шоколадница,cafe,,,37.7297625,55.8094002,16.3,1350.9,https://yandex.com/maps/org/shokoladnitsa/28606972346/,found,Шоколадница_20260311_111306.json
Лента,,supermarket,,37.7025367,55.811069,16.2,1351.3,https://yandex.com/maps/org/super_lenta/225654833828/,found,Супер_Лента_20260305_172131.json
Перекрёсток,,supermarket,,37.7300003,55.8089631,16.3,1353.3,https://yandex.com/maps/org/perekryostok/133453991009/,found,Перекрёсток_20260305_170631.json
Россельхозбанк,bank,,,37.7073008,55.7948872,16.3,1354.9,https://yandex.com/maps/org/russian_agricultural_bank/78042266224/,found,Россельхозбанк_20260311_111518.json
Корсаков,clinic,,,37.7175836,55.7944502,16.3,1358.6,,not_found,
Скорая медицинская помощь «СНП 03»,clinic,,,37.717486,55.7944134,16.3,1359.1,https://yandex.com/maps/org/moskovskaya_skoraya/85628884208/,found,Московская_скорая_20260305_171955.json
Олений Вал,,,,37.6954585,55.8008917,16.5,1363.1,,not_found,
,,,playground,37.6975372,55.7998452,16.4,1364.4,,skipped_unnamed,
,,,playground,37.70379539863165,55.81110613198189,16.4,1364.5,,skipped_unnamed,
Московский кредитный банк,bank,,,37.7070676,55.7949527,16.4,1365.9,https://yandex.com/maps/org/moskovskiy_kreditny_bank/1016839479/,found,Московский_кредитный_банк_20260311_111646.json
Тануки,restaurant,,,37.7055912,55.7955416,16.4,1368.0,https://yandex.com/maps/org/tanuki/1237760768/,found,Тануки_20260311_111733.json
Детский сад №1299,kindergarten,,,37.704888288275065,55.81172677352853,16.4,1369.1,https://yandex.com/maps/org/school_1360/1340429811/,found,Школа___1360__корпус___10__Умка_20260305_172015.json
Ddx,,,fitness_centre,37.7301782,55.8088498,16.5,1370.1,https://yandex.com/maps/org/ddx_fitness/68485414557/,found,DDX_Fitness_20260311_112446.json
,,,playground,37.7206463,55.8121943,16.5,1371.8,,skipped_unnamed,
,,,pitch,37.7213711708787,55.811844815122015,16.5,1372.9,,skipped_unnamed,
Олений Вал,,,,37.6954835,55.8008402,16.5,1375.7,,not_found,
Совкомбанк,bank,,,37.7051285,55.7961711,16.5,1376.8,https://yandex.com/maps/org/sovkombank/125219289409/,found,Совкомбанк_20260311_112514.json
,,,playground,37.69686455509984,55.80009192438761,16.5,1377.7,,skipped_unnamed,
,atm,,,37.7068128,55.7949507,16.6,1380.4,https://yandex.com/maps/org/sberbank/44398713611/,found,СберБанк_20260311_112533.json
Райффайзен,bank,,,37.7067772,55.7949504,16.6,1380.4,https://yandex.com/maps/org/raiffeisenbank/1088244952/,found,Райффайзенбанк_20260311_112702.json
Трика,pharmacy,,,37.7022141,55.8112671,16.6,1381.0,https://yandex.com/maps/org/trika/1144414438/,found,Трика_20260311_112727.json
Спецодежда,,clothes,,37.7295093,55.7989525,16.6,1381.8,https://yandex.com/maps/org/soyuzspetsodezhda/1056720626/,found,Союзспецодежда_20260311_112830.json
,,,track,37.731067035139134,55.805146518755954,16.6,1382.9,,skipped_unnamed,
,,,pitch,37.70938612145812,55.813118397437584,16.6,1384.7,,skipped_unnamed,
Гемотест,doctors,,,37.7081313,55.7939412,16.6,1387.0,https://yandex.com/maps/org/laboratoria_gemotest/94677794180/,found,Лаборатория_Гемотест_20260311_112858.json
Детский сад №1392,kindergarten,,,37.70379413718483,55.81225952663762,16.7,1388.0,https://yandex.com/maps/org/shkola_1392_imeni_d_v_ryabinkina_ploshchadka_d_10/41564652470/,found,Школа___1392_имени_Д__В__Рябинкина__площадка_Д-10_20260305_172048.json
Преображенский рынок,,,,37.7145747,55.7925459,16.7,1389.1,https://yandex.com/maps/org/preobrazhensky_market/1069981165/,found,Преображенский_рынок_20260311_113453.json
Фонарик,community_centre,,,37.7078167,55.7940319,16.7,1389.4,https://yandex.com/maps/org/fonarik/1201891130/,found,Семейный_клуб_Фонарик_20260311_113545.json
,,,playground,37.6968453,55.7998633,16.7,1390.1,,skipped_unnamed,
,atm,,,37.7064984,55.7949481,16.7,1394.6,https://yandex.com/maps/org/sberbank/44398713611/,found,СберБанк_20260311_113607.json
Familia,,clothes,,37.7301326,55.8090533,16.8,1395.4,https://yandex.com/maps/org/familia/63134840051/,found,Familia_20260311_113701.json
Преображенский рынок,,,,37.7147329,55.7925367,16.8,1396.4,https://yandex.com/maps/org/preobrazhensky_market/1069981165/,found,_20260228_154149.json
Хоум,bank,,,37.7064506,55.7949477,16.8,1397.6,https://yandex.com/maps/org/home_bank/94593821099/,found,Хоум_банк_20260311_113810.json
,,,playground,37.70338666621517,55.81163108585844,16.8,1398.4,,skipped_unnamed,
Ярче!,,convenience,,37.7253938,55.81062,16.8,1402.1,https://yandex.com/maps/org/yarche_/208242000695/,found,Ярче__20260305_170504.json
,,,pitch,37.69648607478193,55.80029377842797,16.8,1402.5,,skipped_unnamed,
,,,playground,37.72999837116945,55.79980220938669,16.9,1404.3,,skipped_unnamed,
,,,playground,37.72569001428532,55.79622817755614,17.0,1414.0,,skipped_unnamed,
,,,playground,37.715177,55.8136253,17.0,1414.7,,skipped_unnamed,
,,butcher,,37.7196876,55.793632,17.0,1418.2,https://yandex.com/maps/org/myasnoy_1/42384602278/,found,Мясной___1_20260311_113840.json
,,,playground,37.70818528505566,55.81317738465724,17.1,1421.3,,skipped_unnamed,
,,clothes,,37.7184717,55.7936217,17.1,1423.8,https://yandex.com/maps/org/aglae_michon_knitwear/23687059491/,found,Aglae_Michon_Knitwear_20260311_113901.json
Дикси,,supermarket,,37.728233008337575,55.79786158257124,17.1,1424.9,https://yandex.com/maps/org/dixy/1413271851/,found,Дикси_20260305_172756.json
,,,playground,37.71231093978908,55.793163305657245,17.2,1429.0,,skipped_unnamed,
,,,pitch,37.70931055483838,55.813480108109445,17.2,1433.8,,skipped_unnamed,
Пятёрочка,,supermarket,,37.7228853,55.812189,17.2,1433.9,https://yandex.com/maps/org/pyatyorochka/34738704321/,found,Пятёрочка_20260305_170853.json
,,,pitch,37.6983485,55.8038602,17.3,1436.4,,skipped_unnamed,
,,,playground,37.7061451,55.7947532,17.3,1438.1,,skipped_unnamed,
РМП,bank,,,37.7062167,55.7949532,17.3,1438.5,https://yandex.com/maps/org/industry_development_and_modernization_bank/46505363405/,found,РМП_20260311_113920.json
То что надо,,supermarket,,37.7115315,55.7929786,17.3,1439.1,https://yandex.com/maps/org/to_chto_nuzhno_/1146990440/,found,ТО__Что_Нужно__20260305_174309.json
Халтуринская улица,,,,37.7278814,55.7979817,17.3,1442.0,,skipped_street,
Халтуринская улица,,,,37.7278165,55.7980991,17.3,1442.0,,skipped_street,
Илья Муромец,restaurant,,,37.7057455,55.7949346,17.3,1444.3,https://yandex.com/maps/org/restoran_ilya_muromets/1232569286/,found,Илья_Муромец_20260311_114516.json
